シート種別,事業年度,予算事業ID,事業名,府省庁の建制順,政策所管府省庁,府省庁,局・庁,部,課,室,班,係,支出先ブロック番号,支出先ブロック名,支出先の数,事業を行う上での役割,ブロックの合計支出額,支出先名,法人番号,所在地,法人種別,その他支出先,支出先の合計支出額,契約概要,金額,契約方式等,具体的な契約方式等,入札者数,落札率,一者応札・一者応募又は競争性のない随意契約となった理由及び改善策（支出額10億円以上）,その他の契約
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,D,,,,,株式会社ＮＴＴデータ,6010601062093 ,東京都江東区豊洲３丁目３番３号,301,FALSE,,政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借（PF-Standard）の調達（令和2年度後半-令和3年度前半リソース変更対象システム用等）,908195000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,D,,,,,株式会社ＮＴＴデータ,6010601062093 ,東京都江東区豊洲３丁目３番３号,301,FALSE,,第一期政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借（PF-Standard）の調達（平成24 年度～平成 30 年度及び令和２年度導入済機器・ソフトウェアに係る令和５年度の賃貸借並びに平成24 年度～令和２年度導入済機器に係る令和６年度の賃貸借及び令和６年度の撤去）,600076000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,D,,,,,株式会社ＮＴＴデータ,6010601062093 ,東京都江東区豊洲３丁目３番３号,301,FALSE,,政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借（PF-Standard）の調達（平成31 年度後半-平成32 年度前半移行対象システム用等）,545031000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,D,,,,,株式会社ＮＴＴデータＳＭＳ,2010601032678 ,東京都江東区豊洲３丁目３番９号豊洲センタービルアネックス,301,FALSE,56749000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,D,,,,,株式会社ＮＴＴデータＳＭＳ,2010601032678 ,東京都江東区豊洲３丁目３番９号豊洲センタービルアネックス,301,FALSE,,第一期政府共通プラットフォームの整備に係る施設・設備賃貸借の調達（平成 24 年度～平成 30 年度整備済施設・設備に係る令和５年度の賃貸借及び平成 24 年度～平成 31 年度整備済施設・設備に係る令和６年度の賃貸借）,49674000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,D,,,,,株式会社ＮＴＴデータＳＭＳ,2010601032678 ,東京都江東区豊洲３丁目３番９号豊洲センタービルアネックス,301,FALSE,,政府共通プラットフォームの整備に係る施設・設備賃貸借の調達（平成31年度）,7075000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,D,,,,,ＮＴＴテクノクロス株式会社,5010401056882 ,東京都港区芝浦３丁目４番１号,301,FALSE,38913000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,D,,,,,ＮＴＴテクノクロス株式会社,5010401056882 ,東京都港区芝浦３丁目４番１号,301,FALSE,,第一期政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借（PF-Lite）の調達（平成30年度導入済機器・ソフトウェアに係る令和５年度の賃貸借並びに平成30年度導入済機器・ソフトウェア及び平成31年度導入済機器・ソフトウェアに係る令和６年度の賃貸借）,24763000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,D,,,,,ＮＴＴテクノクロス株式会社,5010401056882 ,東京都港区芝浦３丁目４番１号,301,FALSE,,政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借（PF-Lite）の調達（平成31 年度後半-平成32 年度前半移行対象システム用等）,14150000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,株式会社ＮＴＴデータSMSほか,11,システム運用・保守,1142987000 ,,,,,,,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,エヌ・ティ・ティ・データ先端技術株式会社,7010001130664 ,東京都中央区月島１丁目１５番７号,301,FALSE,11925000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,エヌ・ティ・ティ・データ先端技術株式会社,7010001130664 ,東京都中央区月島１丁目１５番７号,301,FALSE,,政府共通プラットフォーム認証サービス更改に係る設計・開発及び運用作業等の請負,11925000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,中央システム株式会社,6011101062212 ,東京都新宿区西新宿８丁目１７番１号,301,FALSE,73029000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,中央システム株式会社,6011101062212 ,東京都新宿区西新宿８丁目１７番１号,301,FALSE,,政府共通プラットフォーム認証サービス更改に係る設計・開発及び運用作業等の請負,73029000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,富士通株式会社,1020001071491 ,神奈川県川崎市中原区上小田中４丁目１番１号,301,FALSE,228970000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,富士通株式会社,1020001071491 ,神奈川県川崎市中原区上小田中４丁目１番１号,301,FALSE,,政府共通プラットフォームの運用等の請負（令和５年度及び令和６年度）,228970000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,日本電気株式会社,7010401022916 ,東京都港区芝５丁目７番１号,301,FALSE,187200000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,日本電気株式会社,7010401022916 ,東京都港区芝５丁目７番１号,301,FALSE,,政府共通プラットフォームの運用等の請負（令和５年度及び令和６年度）,187200000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,株式会社カンナート,7011001054110 ,東京都新宿区西新宿６丁目１２番１号,301,FALSE,940000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,株式会社カンナート,7011001054110 ,東京都新宿区西新宿６丁目１２番１号,301,FALSE,,政府共通プラットフォーム認証サービス更改に係る設計・開発及び運用作業等の請負,940000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,株式会社ライターム,9011101039199 ,東京都新宿区高田馬場１丁目２８番１０号,301,FALSE,11674000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,株式会社ライターム,9011101039199 ,東京都新宿区高田馬場１丁目２８番１０号,301,FALSE,,政府共通プラットフォームの運用等の請負（令和５年度及び令和６年度）,11674000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,株式会社ＮＴＴデータ・アイ,2011101056358 ,東京都新宿区揚場町１番１８号,301,FALSE,103053000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,株式会社ＮＴＴデータ・アイ,2011101056358 ,東京都新宿区揚場町１番１８号,301,FALSE,,政府共通プラットフォームの運用等の請負（令和５年度及び令和６年度）,91978000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,株式会社ＮＴＴデータ・アイ,2011101056358 ,東京都新宿区揚場町１番１８号,301,FALSE,,政府共通プラットフォーム認証サービス更改に係る設計・開発及び運用作業等の請負,11075000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,株式会社ＮＴＴデータ関西,4120001054120 ,大阪府大阪市北区堂島３丁目１番２１号,301,FALSE,35816000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,株式会社ＮＴＴデータ関西,4120001054120 ,大阪府大阪市北区堂島３丁目１番２１号,301,FALSE,,政府共通プラットフォームの運用等の請負（令和５年度及び令和６年度）,35376000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,株式会社ＮＴＴデータ関西,4120001054120 ,大阪府大阪市北区堂島３丁目１番２１号,301,FALSE,,政府共通プラットフォーム認証サービス更改に係る設計・開発及び運用作業等の請負,440000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,株式会社ＮＴＴデータＳＭＳ,2010601032678 ,東京都江東区豊洲３丁目３番９号豊洲センタービルアネックス,301,FALSE,453235000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,株式会社ＮＴＴデータＳＭＳ,2010601032678 ,東京都江東区豊洲３丁目３番９号豊洲センタービルアネックス,301,FALSE,,政府共通プラットフォームの運用等の請負（令和５年度及び令和６年度）,444576000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,株式会社ＮＴＴデータＳＭＳ,2010601032678 ,東京都江東区豊洲３丁目３番９号豊洲センタービルアネックス,301,FALSE,,政府共通プラットフォーム認証サービス更改に係る設計・開発及び運用作業等の請負,8659000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,ＮＴＴテクノクロス株式会社,5010401056882 ,東京都港区芝浦３丁目４番１号,301,FALSE,13620000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,ＮＴＴテクノクロス株式会社,5010401056882 ,東京都港区芝浦３丁目４番１号,301,FALSE,,政府共通プラットフォームの運用等の請負（令和５年度及び令和６年度）,13620000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,ＴＤＣソフト株式会社,8011001014542 ,東京都千代田区九段南１丁目６番５号,301,FALSE,23525000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,E,,,,,ＴＤＣソフト株式会社,8011001014542 ,東京都千代田区九段南１丁目６番５号,301,FALSE,,政府共通プラットフォームの運用等の請負（令和５年度及び令和６年度）,23525000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,F,日本メックス株式会社ほか,4,庁舎管理等,11732000 ,,,,,,,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,F,,,,,アスベスト調査分析株式会社,9010401161893 ,東京都港区新橋４丁目２７番７号田村町Ｓｈｉｎｓｈｏｄｏｈビル４階,301,FALSE,979000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,F,,,,,アスベスト調査分析株式会社,9010401161893 ,東京都港区新橋４丁目２７番７号田村町Ｓｈｉｎｓｈｏｄｏｈビル４階,301,FALSE,,原状回復工事実施設計業務,979000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,F,,,,,八洲電機株式会社,9010401029819 ,東京都港区新橋３丁目１番１号,301,FALSE,363000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,F,,,,,八洲電機株式会社,9010401029819 ,東京都港区新橋３丁目１番１号,301,FALSE,,令和５年度建物設備維持管理業務,363000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,F,,,,,日本メックス株式会社,6010001062545 ,東京都中央区入船３丁目６番３号,301,FALSE,10285000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,F,,,,,日本メックス株式会社,6010001062545 ,東京都中央区入船３丁目６番３号,301,FALSE,,令和５年度建物設備維持管理業務,10285000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,F,,,,,株式会社ＮＴＴファシリティーズエンジニアリング,6010001075869 ,東京都港区芝浦４丁目１３番２３号,301,FALSE,105000 ,,,,,,,,
レビューシート,2024,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,F,,,,,株式会社ＮＴＴファシリティーズエンジニアリング,6010001075869 ,東京都港区芝浦４丁目１３番２３号,301,FALSE,,令和５年度建物設備維持管理業務,105000 ,その他,再委託,0,0,,FALSE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,麹町税務署ほか,26,法教育推進協議会等の出席に対する諸謝金・旅費等,1437000 ,,,,,,,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,その他,,,,TRUE,499000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,その他,,,,TRUE,,その他,499000 ,その他,その他,,,,TRUE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ａ,,,,FALSE,122000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ａ,,,,FALSE,,法教育推進協議会等の出席に対する諸謝金・旅費,122000 ,その他,その他,,,,FALSE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｂ,,,,FALSE,115000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｂ,,,,FALSE,,法教育推進協議会等の出席に対する諸謝金・旅費,115000 ,その他,その他,,,,FALSE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｃ,,,,FALSE,109000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｃ,,,,FALSE,,法教育推進協議会等の出席に対する諸謝金・旅費,109000 ,その他,その他,,,,FALSE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｄ,,,,FALSE,84000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｄ,,,,FALSE,,法教育推進協議会等の出席に対する諸謝金・旅費,84000 ,その他,その他,,,,FALSE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｅ,,,,FALSE,79000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｅ,,,,FALSE,,法教育推進協議会等の出席に対する諸謝金・旅費,79000 ,その他,その他,,,,FALSE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｆ,,,,FALSE,79000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｆ,,,,FALSE,,法教育推進協議会等の出席に対する諸謝金・旅費,79000 ,その他,その他,,,,FALSE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｇ,,,,FALSE,79000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｇ,,,,FALSE,,法教育推進協議会等の出席に対する諸謝金・旅費,79000 ,その他,その他,,,,FALSE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｈ,,,,FALSE,71000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｈ,,,,FALSE,,法教育推進協議会等の出席に対する諸謝金・旅費,71000 ,その他,その他,,,,FALSE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｉ,,,,FALSE,71000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｉ,,,,FALSE,,法教育推進協議会等の出席に対する諸謝金・旅費,71000 ,その他,その他,,,,FALSE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,麹町税務署,,,,FALSE,129000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,麹町税務署,,,,FALSE,,謝金の源泉徴収,129000 ,その他,その他,,,,FALSE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,株式会社ＩＡＣＥトラベルほか,7,出前講演等へ出席するための旅費,328000 ,,,,,,,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,株式会社ＩＡＣＥトラベル,7010001128717 ,東京都中央区日本橋馬喰町１丁目１４番５号,,FALSE,141000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,株式会社ＩＡＣＥトラベル,7010001128717 ,東京都中央区日本橋馬喰町１丁目１４番５号,,FALSE,,出前講演等へ出席するための旅費,141000 ,その他,その他,,,,FALSE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ａ,,,,FALSE,64000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ａ,,,,FALSE,,出前講演等へ出席するための旅費,64000 ,その他,その他,,,,FALSE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｂ,,,,FALSE,59000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｂ,,,,FALSE,,出前講演等へ出席するための旅費,59000 ,その他,その他,,,,FALSE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｃ,,,,FALSE,36000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｃ,,,,FALSE,,出前講演等へ出席するための旅費,36000 ,その他,その他,,,,FALSE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｄ,,,,FALSE,19000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｄ,,,,FALSE,,出前講演等へ出席するための旅費,19000 ,その他,その他,,,,FALSE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｅ,,,,FALSE,7000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｅ,,,,FALSE,,出前講演等へ出席するための旅費,7000 ,その他,その他,,,,FALSE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｆ,,,,FALSE,2000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｆ,,,,FALSE,,出前講演等へ出席するための旅費,2000 ,その他,その他,,,,FALSE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,C,株式会社バリュースほか,12,高校生向け法教育リーフレットの作成・配送業務等,26668000 ,,,,,,,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,C,,,,,その他,,,,TRUE,19000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,C,,,,,その他,,,,TRUE,,その他,19000 ,その他,その他,,,,TRUE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,C,,,,,メディコプレス株式会社,3011801015728 ,東京都葛飾区東金町１丁目１４番３号,,FALSE,75000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,C,,,,,メディコプレス株式会社,3011801015728 ,東京都葛飾区東金町１丁目１４番３号,,FALSE,,着ぐるみのクリーニング等業務,75000 ,随意契約（少額）,,,,,FALSE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,C,,,,,株式会社アイ・エス・エス,2010001009310 ,東京都港区三田３丁目１３番１２号,,FALSE,40000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,C,,,,,株式会社アイ・エス・エス,2010001009310 ,東京都港区三田３丁目１３番１２号,,FALSE,,司法外交閣僚フォーラム開催記念特別イベント打合せに係る通訳業務,40000 ,随意契約（少額）,,,,,FALSE
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,C,,,,,株式会社キタジマ,5010601023501 ,東京都墨田区立川２丁目１１番７号,,FALSE,561000 ,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,C,,,,,株式会社キタジマ,5010601023501 ,東京都墨田区立川２丁目１１番７号,,FALSE,,高校生向け法教育リーフレットの印刷製本（増刷）業務等,561000 ,随意契約（少額）,,,,,FALSE
