シート種別,事業年度,予算事業ID,事業名,府省庁の建制順,政策所管府省庁,府省庁,局・庁,部,課,室,班,係,支出先ブロック番号,支出先ブロック名,支出先の数,事業を行う上での役割,ブロックの合計支出額,支出先名,法人番号,所在地,法人種別,その他支出先,支出先の合計支出額,契約概要,金額,契約方式等,具体的な契約方式等,入札者数,落札率,一者応札・一者応募又は競争性のない随意契約となった理由及び改善策（支出額10億円以上）,その他の契約
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,G,,,,,日本メックス株式会社,6010001062545 ,東京都中央区入船３丁目６番３号,301,FALSE,,令和６年度建物設備維持管理業務,5481300 ,その他,再委託,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,H,アールクリエイト株式会社ほか,2,産業廃棄物の収集、運搬及び処分の請負,1611720 ,,,,,,,,,,,,,,
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,H,,,,,アールクリエイト株式会社,3012401035884 ,東京都武蔵野市中町２丁目３１番１１号,301,FALSE,1606000 ,,,,,,,,
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,H,,,,,アールクリエイト株式会社,3012401035884 ,東京都武蔵野市中町２丁目３１番１１号,301,FALSE,,西日本拠点産業廃棄物の収集、運搬及び処分の請負（解体搬出作業）,1606000 ,その他,再委託,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,H,,,,,大和製紙株式会社,8230001010323 ,富山県高岡市本郷１丁目４番５号,301,FALSE,5720 ,,,,,,,,
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,H,,,,,大和製紙株式会社,8230001010323 ,富山県高岡市本郷１丁目４番５号,301,FALSE,,西日本拠点産業廃棄物の収集、運搬及び処分の請負（解体搬出作業）,5720 ,その他,再委託,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,I,東京センチュリー株式会社ほか,5,システムの運用・保守等,5285699000 ,,,,,,,,,,,,,,
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,I,,,,,日本電気株式会社,7010401022916 ,東京都港区芝５丁目７番１号,301,FALSE,62178000 ,,,,,,,,
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,I,,,,,日本電気株式会社,7010401022916 ,東京都港区芝５丁目７番１号,301,FALSE,,第一期政府共通プラットフォームの整備に係る回線賃貸借の調達（平成27年度、平成28年度、平成30年度、令和２年度調達案件の継続）,62178000 ,国庫債務負担行為等,,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,I,,,,,東京センチュリー株式会社,6010401015821 ,東京都千代田区神田練塀町３番地,301,FALSE,3419385000 ,,,,,,,,
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,I,,,,,東京センチュリー株式会社,6010401015821 ,東京都千代田区神田練塀町３番地,301,FALSE,,第一期政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借(PF-Standard)の調達（平成24年度～平成30年度及び令和２年度導入済機器・ソフトウェアに係る令和５年度の賃貸借及び平成24年～令和２年度導入済機器に係る令和６年度の撤去）,3419385000 ,国庫債務負担行為等,,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,I,,,,,株式会社ＮＴＴデータ,6010601062093 ,東京都江東区豊洲３丁目３番３号,301,FALSE,1797776000 ,,,,,,,,
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,I,,,,,株式会社ＮＴＴデータ,6010601062093 ,東京都江東区豊洲３丁目３番３号,301,FALSE,,政府共通プラットフォームの運用等の請負（令和５年度）,825362000 ,国庫債務負担行為等,,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,I,,,,,株式会社ＮＴＴデータ,6010601062093 ,東京都江東区豊洲３丁目３番３号,301,FALSE,,第一期政府共通プラットフォームの整備に係る施設・設備賃貸借の調達（平成24年度～平成30年度整備済施設・設備に係る令和５年度の賃貸借及び平成24年度～平成31年度整備済施設・設備に係る令和６年度の賃貸借）,763013000 ,国庫債務負担行為等,,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,I,,,,,株式会社ＮＴＴデータ,6010601062093 ,東京都江東区豊洲３丁目３番３号,301,FALSE,,第一期政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借（PF-Lite）の調達（平成30年度導入済機器・ソフトウェアに係る令和５年度の賃貸借）,161030000 ,国庫債務負担行為等,,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,I,,,,,株式会社ＮＴＴデータ,6010601062093 ,東京都江東区豊洲３丁目３番３号,301,FALSE,,第一期政府共通プラットフォームの整備に係る回線賃貸借の調達（平成31年度再増速回線の継続）,48371000 ,国庫債務負担行為等,,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,I,,,,,ＮＥＣネッツエスアイ株式会社,6010001135680 ,東京都港区芝浦３丁目９番１４号,301,FALSE,6360000 ,,,,,,,,
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,I,,,,,ＮＥＣネッツエスアイ株式会社,6010001135680 ,東京都港区芝浦３丁目９番１４号,301,FALSE,,第一期政府共通プラットフォームの整備に係る回線賃貸借の調達（首都拠点と西日本拠点とを接続するデータ転送用専用回線（平成29年度調達案件の継続））,6360000 ,国庫債務負担行為等,,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,富士通株式会社ほか,9,システムの運用・保守支援等,4008435000 ,,,,,,,,,,,,,,
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,富士通株式会社,1020001071491 ,神奈川県川崎市中原区上小田中４丁目１番１号,301,FALSE,1491286000 ,,,,,,,,
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,富士通株式会社,1020001071491 ,神奈川県川崎市中原区上小田中４丁目１番１号,301,FALSE,,第一期政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借の調達（PF-Standard）の調達（平成24年度～平成30年度及び令和２年度導入済機器・ソフトウェアに係る令和５年度の賃貸借及び平成24年度～令和２年度導入済機器に係る令和６年度の撤去）,1388343000 ,その他,再委託,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,富士通株式会社,1020001071491 ,神奈川県川崎市中原区上小田中４丁目１番１号,301,FALSE,,政府共通プラットフォームの運用等の請負（令和５年度）,102943000 ,その他,再委託,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,日本電気株式会社,7010401022916 ,東京都港区芝５丁目７番１号,301,FALSE,835086000 ,,,,,,,,
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,日本電気株式会社,7010401022916 ,東京都港区芝５丁目７番１号,301,FALSE,,第一期政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借の調達（PF-Standard）の調達（平成24年度～平成30年度及び令和２年度導入済機器・ソフトウェアに係る令和５年度の賃貸借及び平成24年度～令和２年度導入済機器に係る令和６年度の撤去）,504115000 ,その他,再委託,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,日本電気株式会社,7010401022916 ,東京都港区芝５丁目７番１号,301,FALSE,,第一期政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借（PF-Lite）の調達（平成30年度導入済機器・ソフトウェアに係る令和５年度の賃貸借）,243934000 ,その他,再委託,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,日本電気株式会社,7010401022916 ,東京都港区芝５丁目７番１号,301,FALSE,,政府共通プラットフォームの運用等の請負（令和５年度）,87037000 ,その他,再委託,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,株式会社ライターム,9011101039199 ,東京都新宿区高田馬場１丁目２８番１０号,301,FALSE,52450000 ,,,,,,,,
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,株式会社ライターム,9011101039199 ,東京都新宿区高田馬場１丁目２８番１０号,301,FALSE,,政府共通プラットフォームの運用等の請負（令和５年度）,52450000 ,その他,再委託,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,株式会社ＮＴＴデータ,6010601062093 ,東京都江東区豊洲３丁目３番３号,301,FALSE,664805000 ,,,,,,,,
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,株式会社ＮＴＴデータ,6010601062093 ,東京都江東区豊洲３丁目３番３号,301,FALSE,,第一期政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借の調達（PF-Standard）の調達（平成24年度～平成30年度及び令和２年度導入済機器・ソフトウェアに係る令和５年度の賃貸借及び平成24年度～令和２年度導入済機器に係る令和６年度の撤去）,664805000 ,その他,再委託,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,株式会社ＮＴＴデータ・アイ,2011101056358 ,東京都新宿区揚場町１番１８号,301,FALSE,399878000 ,,,,,,,,
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,株式会社ＮＴＴデータ・アイ,2011101056358 ,東京都新宿区揚場町１番１８号,301,FALSE,,政府共通プラットフォームの運用等の請負（令和５年度）,399878000 ,その他,再委託,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,株式会社ＮＴＴデータ関西,4120001054120 ,大阪府大阪市北区堂島３丁目１番２１号,301,FALSE,149223000 ,,,,,,,,
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,株式会社ＮＴＴデータ関西,4120001054120 ,大阪府大阪市北区堂島３丁目１番２１号,301,FALSE,,政府共通プラットフォームの運用等の請負（令和５年度）,149223000 ,その他,再委託,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,株式会社ＮＴＴデータＳＭＳ,2010601032678 ,東京都江東区豊洲３丁目３番９号豊洲センタービルアネックス,301,FALSE,230532000 ,,,,,,,,
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,株式会社ＮＴＴデータＳＭＳ,2010601032678 ,東京都江東区豊洲３丁目３番９号豊洲センタービルアネックス,301,FALSE,,政府共通プラットフォームの運用等の請負（令和５年度）,193040000 ,その他,再委託,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,株式会社ＮＴＴデータＳＭＳ,2010601032678 ,東京都江東区豊洲３丁目３番９号豊洲センタービルアネックス,301,FALSE,,第一期政府共通プラットフォームの整備に係る施設・設備賃貸借の調達（平成24年度～平成30年度整備済施設・設備に係る令和５年度の賃貸借及び平成24年度～平成31年度整備済施設・設備に係る令和６年度の賃貸借）,37492000 ,その他,再委託,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,ＮＴＴテクノクロス株式会社,5010401056882 ,東京都港区芝浦３丁目４番１号,301,FALSE,57741000 ,,,,,,,,
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,ＮＴＴテクノクロス株式会社,5010401056882 ,東京都港区芝浦３丁目４番１号,301,FALSE,,政府共通プラットフォームの運用等の請負（令和５年度）,43001000 ,その他,再委託,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,ＮＴＴテクノクロス株式会社,5010401056882 ,東京都港区芝浦３丁目４番１号,301,FALSE,,第一期政府共通プラットフォームの整備に係る機器・ソフトウェア賃貸借（PF-Lite）の調達（平成30年度導入済機器・ソフトウェアに係る令和５年度の賃貸借）,14740000 ,その他,再委託,,,,FALSE
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,ＴＤＣソフト株式会社,8011001014542 ,東京都千代田区九段南１丁目６番５号,301,FALSE,127434000 ,,,,,,,,
レビューシート,2025,11,第一期政府共通プラットフォーム（情報通信技術調達等適正・効率化推進費）,13,デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,J,,,,,ＴＤＣソフト株式会社,8011001014542 ,東京都千代田区九段南１丁目６番５号,301,FALSE,,政府共通プラットフォームの運用等の請負（令和５年度）,127434000 ,その他,再委託,,,,FALSE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,個人Ａほか,16,法教育推進協議会等の出席に対する諸謝金・旅費,558000 ,,,,,,,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,その他,,,,TRUE,160000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,その他,,,,TRUE,,その他,160000 ,その他,その他,,,,TRUE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ａ,9999999999999 ,,,FALSE,63000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ａ,9999999999999 ,,,FALSE,,法教育推進協議会等の出席に対する諸謝金・旅費,63000 ,その他,その他,,,,FALSE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｂ,9999999999999 ,,,FALSE,58000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｂ,9999999999999 ,,,FALSE,,法教育推進協議会等の出席に対する諸謝金・旅費,58000 ,その他,その他,,,,FALSE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｃ,9999999999999 ,,,FALSE,32000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｃ,9999999999999 ,,,FALSE,,法教育推進協議会等の出席に対する諸謝金・旅費,32000 ,その他,その他,,,,FALSE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｄ,9999999999999 ,,,FALSE,32000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｄ,9999999999999 ,,,FALSE,,法教育推進協議会等の出席に対する諸謝金・旅費,32000 ,その他,その他,,,,FALSE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｅ,9999999999999 ,,,FALSE,32000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｅ,9999999999999 ,,,FALSE,,法教育推進協議会等の出席に対する諸謝金・旅費,32000 ,その他,その他,,,,FALSE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｆ,9999999999999 ,,,FALSE,32000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｆ,9999999999999 ,,,FALSE,,法教育推進協議会等の出席に対する諸謝金・旅費,32000 ,その他,その他,,,,FALSE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｇ,9999999999999 ,,,FALSE,32000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｇ,9999999999999 ,,,FALSE,,法教育推進協議会等の出席に対する諸謝金・旅費,32000 ,その他,その他,,,,FALSE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｈ,9999999999999 ,,,FALSE,32000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｈ,9999999999999 ,,,FALSE,,法教育推進協議会等の出席に対する諸謝金・旅費,32000 ,その他,その他,,,,FALSE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｉ,9999999999999 ,,,FALSE,32000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,個人Ｉ,9999999999999 ,,,FALSE,,法教育推進協議会等の出席に対する諸謝金・旅費,32000 ,その他,その他,,,,FALSE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,麹町税務署,7000012050002 ,,,FALSE,53000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,A,,,,,麹町税務署,7000012050002 ,,,FALSE,,謝金の源泉徴収,53000 ,その他,その他,,,,FALSE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,株式会社ＩＡＣＥトラベルほか,10,法教育推進に関わる打合せ等へ出席するための旅費,777000 ,,,,,,,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,株式会社ＩＡＣＥトラベル,7010001128717 ,,,FALSE,604000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,株式会社ＩＡＣＥトラベル,7010001128717 ,,,FALSE,,法教育推進に関わる打合せ等へ出席するための旅費,604000 ,その他,その他,,,,FALSE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ａ,9999999999999 ,,,FALSE,56000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ａ,9999999999999 ,,,FALSE,,法教育推進に関わる打合せ等へ出席するための旅費,56000 ,その他,その他,,,,FALSE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｂ,9999999999999 ,,,FALSE,52000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｂ,9999999999999 ,,,FALSE,,法教育推進に関わる打合せ等へ出席するための旅費,52000 ,その他,その他,,,,FALSE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｃ,9999999999999 ,,,FALSE,16000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｃ,9999999999999 ,,,FALSE,,法教育推進に関わる打合せ等へ出席するための旅費,16000 ,その他,その他,,,,FALSE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｄ,9999999999999 ,,,FALSE,12000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｄ,9999999999999 ,,,FALSE,,法教育推進に関わる打合せ等へ出席するための旅費,12000 ,その他,その他,,,,FALSE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｅ,9999999999999 ,,,FALSE,11000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｅ,9999999999999 ,,,FALSE,,法教育推進に関わる打合せ等へ出席するための旅費,11000 ,その他,その他,,,,FALSE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｆ,9999999999999 ,,,FALSE,10000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｆ,9999999999999 ,,,FALSE,,法教育推進に関わる打合せ等へ出席するための旅費,10000 ,その他,その他,,,,FALSE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｇ,9999999999999 ,,,FALSE,9000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｇ,9999999999999 ,,,FALSE,,法教育推進に関わる打合せ等へ出席するための旅費,9000 ,その他,その他,,,,FALSE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｈ,9999999999999 ,,,FALSE,5000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｈ,9999999999999 ,,,FALSE,,法教育推進に関わる打合せ等へ出席するための旅費,5000 ,その他,その他,,,,FALSE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｉ,9999999999999 ,,,FALSE,2000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,B,,,,,職員Ｉ,9999999999999 ,,,FALSE,,法教育推進に関わる打合せ等へ出席するための旅費,2000 ,その他,その他,,,,FALSE
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,C,株式会社グラブデザインほか,10,法教育教材のデジタル化に関する調査研究等業務の請負、学生向け法教育セミナー運営等業務の委託等,12100000 ,,,,,,,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,C,,,,,サンビコーポレーション株式会社,8011801018973 ,東京都墨田区亀沢３丁目１４番１７号Ｊ・パーク両国３階３０５号室,301,FALSE,941000 ,,,,,,,,
レビューシート,2025,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,C,,,,,サンビコーポレーション株式会社,8011801018973 ,東京都墨田区亀沢３丁目１４番１７号Ｊ・パーク両国３階３０５号室,301,FALSE,,法教育マスコットキャラクター着ぐるみ制作請負,941000 ,随意契約（少額）,,2,,,FALSE
